id,question,expected_answer,model_response,input_tokens,output_tokens,generation_truncated,total_tokens,latency_ms,tokens_per_second,status_code,successful,error
1414,"Scott wants to buy a skateboard. To make money, Scott sold berry smoothies for $3 a cup and cakes for $2 each. He sold 40 cups of smoothies and 18 cakes. How much money did he make?",156,"Reasoning:
Scott made $3 x 40 = $<<3*40=120>>120 from selling smoothies.
He also made $2 x 18 = $<<2*18=36>>36 from selling cakes.
Therefore, Scott made $120 + $36 = $<<120+36=156>>156.

Final Answer:
156",90,72,False,162,5953.17126000009,12.094394206962376,200,True,
4322,"Find the value of y from (12)^3 x 6^4 ÷ 432 = y?

Choices:
A. 2456
B. 3456
C. 4578
D. 4290
E. 5184",5184,"Reasoning:
(12)^3 x 6^4 ÷ 432 = y
= (12 x 12 x 12) x (6 x 6 x 6 x 6) ÷ 432
= 1728 x 1296 ÷ 432
= 2456
Answer: A

Final Answer:
2456",95,75,False,170,6130.491340001754,12.233929686943908,200,True,
11352,"Eva learns for two semesters in a year. In 2019, she scored ten more marks in maths in the first semester than the second, 15 marks less in arts, and 1/3 marks less in science in the first semester than the second. If she got 80 marks in maths in the second semester, 90 marks in arts, and 90 in science, what's the total number of her marks in all the semesters?",485,"Reasoning:
In the first semester, Eva scored 80 + 10 = <<80+10=90>>90 marks in maths.
In the first semester, she scored 90 - 15 = <<90-15=75>>75 marks in arts.
In the first semester, she scored 90 - 1/3*90 = <<90-1/3*90=60>>60 marks in science.
The total marks in the first semester are 90 + 75 + 60 = <<90+75+60=225>>225.
The total marks in the second semester are 80 + 90 + 90 = <<80+90+90=260>>260.
The total marks in all the semesters are 225 + 260 = <<225+260=485>>485.

Final Answer:
485",136,171,False,307,14082.382017999407,12.142832070699134,200,True,
12035,"Terez has 44 cows on his farm.  50 percent of the cows are female, and 50 percent of the females are pregnant.  How many pregnant female cows does Terez have?",11,"Reasoning:
Terez has 44 x 50/100 = <<44*50/100=22>>22 female cows.
So, Terez has 22 x 50/100 = <<22*50/100=11>>11 pregnant female cows.

Final Answer:
11",83,59,False,142,4852.5283969993325,12.158609939610852,200,True,
15705,"Della has a mixture of soil and water in a jar. Which of the following tools would best help Della separate the soil from the water?

Choices:
A. a filter
B. a measuring cup
C. a balance
D. a magnifying glass",a filter,"Reasoning:
Not provided

Final Answer:
a filter",96,12,False,108,997.1149400007562,12.034720891847131,200,True,
14950,"In how many different ways can the letters of the word MISSISSIPPI be arranged?

Choices:
A. 11!/(4!4!2!)
B. 11!/4!
C. 11!/2!
D. 11!
E. 2×11!",11!/(4!4!2!),"Reasoning:
The word MISSISSIPPI has 11 letters.
The word MISSISSIPPI has 4 S's, 4 I's and 3 P's.
The number of ways of arranging the letters of the word MISSISSIPPI is 11!/(4!4!2!)
The answer is A.

Final Answer:
11!/(4!4!2!)",100,80,False,180,6644.671425001434,12.039722490865339,200,True,
23459,"A train running at the speed of 60 km/hr crosses a pole in 9 sec. What is the length of the train?

Choices:
A. 296 m
B. 267 m
C. 297 m
D. 150 m
E. 255 m",150 m,"Reasoning:
Speed = 60 * 5/18 = 50/3 m/sec.
Length of the train = Speed * Time = 50/3 * 9 = 150 m.
Answer: D

Final Answer:
150 m",100,51,False,151,4220.587736999732,12.083625120006179,200,True,
14640,"If x is 25 percent greater than 88, then x =

Choices:
A. 110
B. 70.4
C. 86
D. 105.6
E. 108",110,"Reasoning:
x = 88 + 0.25*88 = 88 + 22 = 110
The answer is A.

Final Answer:
110",86,34,False,120,2834.0110819990514,11.997130221529382,200,True,
3230,"Jimmy is setting up a garden. He has three plots: one plot for green beans, one plot for carrots, and one plot for corn. Each corn plant produces 5 times as many servings of veggies as each carrot, and each green bean plant produces half as many servings as each corn plant. If each carrot produces 4 servings of vegetables, and each plot has 9 plants, how many servings of vegetables is Jimmy growing?",306,"Reasoning:
First find the number of servings each corn plant produces: 5 servings/carrot * 4 servings/carrot = <<5*4=20>>20 servings/corn
Then find the number of servings each green bean plant produces: 20 servings/corn / 2 = <<20/2=10>>10 servings/green bean
Then find the total number of servings from the corn plants: 9 corn plants * 20 servings/corn = <<9*20=180>>180 servings
Then find the total number of servings from the carrot plants: 9 carrot plants * 4 servings/carrot = <<9*4=36>>36 servings
Then find the total number of servings from the green bean plants: 9 green bean plants * 10 servings/green bean = <<9*10=90>>90 servings
Then add the number of servings from each plot to find the total number of servings: 180 servings + 36 servings + 90 servings = <<180+36+90=306>>306 servings

Final Answer:
306",129,220,False,349,18412.44197600099,11.94844227000149,200,True,
8137,Would it be difficult to host Stanley Cup Finals at Rock in Rio?,Yes,"Reasoning:
Rock in Rio is a festival that takes place in Rio de Janeiro, Brazil. The Stanley Cup Finals are the championship series of the National Hockey League (NHL) in the United States and Canada. The Stanley Cup Finals are played in a series of games between the two best teams in the NHL playoffs. The Stanley Cup Finals are played in a series of games between the two best teams in the NHL playoffs. The Stanley Cup Finals are played in a series of games between the two best teams in the NHL playoffs. The Stanley Cup Finals are played in a series of games between the two best teams in the NHL playoffs. The Stanley Cup Finals are played in a series of games between the two best teams in the NHL playoffs. The Stanley Cup Finals are played in a series of games between the two best teams in the NHL playoffs. The Stanley Cup Finals are played in a series of games between the two best teams in the NHL playoffs. The Stanley Cup Finals are played in a series of games between the two best teams in the NHL playoffs. The Stanley Cup Finals are played in a series of games between the two best teams in the NHL playoffs. The Stanley Cup Finals are played in a series of games between the two best teams in the NHL playoffs. The Stanley Cup",56,256,True,312,21157.618756000375,12.09966031396598,200,True,
7916,"3x^2-6x+3 = 0
Find the above equation find the value of x

Choices:
A. 0
B. X=1
C. 2
D. 4
E. 5",X=1,"Reasoning:
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6x+3 = 0
3x^2-6",92,256,True,348,21325.377332001153,12.004476920361117,200,True,
19125,"If Jim has 20 apples, and Jane has 60 apples, and Jerry has 40 apples, how many times can Jim's number of apples fit into the average amount of apples for a person in the group?",2,"Reasoning:
First find the total number of apples: 20 apples + 60 apples + 40 apples = <<20+60+40=120>>120 apples
Then divide the total number of apples by the number of people to find the average number of apples per person: 120 apples / 3 people = <<120/3=40>>40 apples/person
Then divide the number of apples Jim has by the average number of apples per person to find how many times Jim's number of apples fits into the average amount of apples per person: 20 apples / 40 apples/person = <<20/40=1/2>>1/2 apples/person

Final Answer:
1/2",86,143,False,229,11742.90194599962,12.177569110054172,200,True,
19436,"If each digit in the set A = {1, 2, 3, 4, 5, 6} is used exactly once, in how many ways can the digits be arranged?

Choices:
A. 720
B. 830
C. 940
D. 1050
E. 1160",720,"Reasoning:
The number of ways to arrange the digits is 6! = 720.
The answer is A.

Final Answer:
720",111,29,False,140,2395.554007998726,12.105759211927325,200,True,
10562,"What is the present worth of Rs. 154 due in 2 years at 5% simple interest per annum

Choices:
A. 110
B. 120
C. 130
D. 140
E. None of these",140,"Reasoning:
Explanation:
P = 154/(1 + 2*5/100)
= 154/(1 + 1/10)
= 154*10/11
= Rs. 140
Answer: D

Final Answer:
140",93,53,False,146,4299.585479000598,12.326769698812779,200,True,
16047,"Find the area of a parallelogram with base 24 cm and height 16 cm?

Choices:
A. 198 cm2
B. 384 cm2
C. 279 cm2
D. 128 cm2
E. 297 cm2",384 cm2,"Reasoning:
Area of a parallelogram = base * height
= 24 * 16
= 384 cm2
Answer: B

Final Answer:
384 cm2",97,38,False,135,3172.8492450001795,11.97661693504062,200,True,
12848,"A train passes a station platform in 36 seconds and a man standing on the platform in 20 seconds. If the speed of the train is 54 km/hr, what is the length of the platform?

Choices:
A. 120 m
B. 240 m
C. 300 m
D. 350 m
E. None of these",240 m,"Reasoning:
Explanation:
Speed of the train = 54 km/hr = 54 * 5/18 m/sec = 15 m/sec.
Length of the train = 15 * 20 = 300 m.
Let the length of the platform be x meters.
Then, (x + 300)/36 = 15
x + 300 = 540
x = 240 m.
Answer: B

Final Answer:
240 m",115,92,False,207,7653.017994000038,12.021401239632254,200,True,
19638,"If 9 ministers are to be seated at a round table conference, then how many different ways can they be seated?

Choices:
A. 24
B. 60
C. 40320
D. 720
E. 180",40320,"Reasoning:
The number of ways to arrange n distinct objects in a row is n!.
The number of ways to arrange n distinct objects in a circle is (n-1)!.
The number of ways to arrange 9 distinct objects in a circle is (9-1)! = 8! = 40320.
The answer is C.

Final Answer:
40320",93,77,False,170,6280.703496000569,12.25977313672459,200,True,
17837,"A boy rides his bicycle 20km at an average speed of 20km/hr and again travels 30km at an average speed of 10km/hr. His average speed for the entire trip is approximately?

Choices:
A. 10.6km/hr
B. 8.9km/hr
C. 15.5km/hr
D. 12.5km/hr
E. 15km/hr",12.5km/hr,"Reasoning:
Total distance = 20 + 30 = 50km
Total time = 20/20 + 30/10 = 1 + 3 = 4 hrs
Average speed = 50/4 = 12.5km/hr
Answer: D

Final Answer:
12.5km/hr",129,67,False,196,5546.377675000258,12.079956311304906,200,True,
6404,"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?",42,"Reasoning:
Today, Julie read 12 x 2 = <<12*2=24>>24 pages.
So, she has read 12 + 24 = <<12+24=36>>36 pages.
Therefore, there are 120 - 36 = <<120-36=84>>84 pages remaining.
Thus, Julie should read 84/2 = <<84/2=42>>42 pages tomorrow.

Final Answer:
42",93,91,False,184,7447.984226000699,12.218070989237814,200,True,
4241,"A combination of processes occurs when stars are forming. Which is one process most likely associated with the formation of new stars?

Choices:
A. Hydrogen in the cores of the stars is exhausted.
B. Material accumulates from stars that have died.
C. Elements in the stars such as iron undergo fusion.
D. Cores of stars become twice as massive as the Sun.",Material accumulates from stars that have died.,"Reasoning:
The correct answer is B. Material accumulates from stars that have died.
Stars are formed from the accumulation of material in the interstellar medium. This material is made up of gas and dust that is left over from the formation of previous stars. When this material collapses under its own gravity, it forms a new star.

Final Answer:
Material accumulates from stars that have died.",118,80,False,198,6639.922696998838,12.048333037997416,200,True,
20841,"Machine A working alone can complete a job in 10 hours. Machine A+B working alone can do the same job in 16 hours. How long will it take machine B working at their respective constant rates to complete the job?

Choices:
A. 20/3
B. 80/3
C. 50/4
D. 90/11
E. 23/7",80/3,"Reasoning:
Machine A working alone can complete a job in 10 hours.
Machine A+B working alone can do the same job in 16 hours.
Machine B working alone can complete the job in 16*10/16+10 = 10 hours.
The answer is E.

Final Answer:
23/7",124,65,False,189,5341.372767999928,12.169156286828336,200,True,
15333,"Raviraj invested an amount of 100000000 at compound interest rate of 10 pcpa for a period of three years. How much amount will Raviraj get after three years?

Choices:
A. 12,310
B. 13,210
C. 13,320000
D. 13,1200000
E. 133100000",133100000,"Reasoning:
A = 100000000(1 + 10/100)^3
= 133100000
Answer: E

Final Answer:
133100000",121,36,False,157,2933.2850529990537,12.272929275384547,200,True,
15589,Jessica’s class is going to a farm for a field trip. The school will bring all 35 students in the class plus 4 adult chaperones. The farm entrance fee for students costs $5 and $6 for adults. How much will the school pay for the farm entrance in all?,199,"Reasoning:
The school will pay $5 x 35 = $<<5*35=175>>175 for the students.
The school will pay $6 x 4 = $<<6*4=24>>24 for the adults.
The school will pay $175 + $24 = $<<175+24=199>>199 for the farm entrance.

Final Answer:
199",102,78,False,180,6526.024906999737,11.952145618742295,200,True,
21768,"The length of the rectangular field is double its width. Inside the field there is square shaped pond 8m long. If the area of the pond is 1/8 of the area of the field. What is the length of the field?

Choices:
A. 32 m
B. 31 m
C. 30 m
D. 35 m
E. 38 m",32 m,"Reasoning:
Let the width of the field be x m.
Then, length of the field = 2x m.
Area of the pond = 8 * 8 = 64 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8 * 64 = 512 m2.
Area of the field = 8",123,256,True,379,21102.136936000534,12.131472787633204,200,True,
8132,"Sujit incurred a loss of 45% on selling an article for Rs.3520/-. What was the cost price of the article?

Choices:
A. Rs.5725/-
B. Rs.5080/-
C. Rs.6400/-
D. Rs.6750/-
E. None of these",Rs.6400/-,"Reasoning:
Explanation:
Let the cost price of the article be Rs.x/-
Then, loss = 45% of x = 0.45x
∴ Selling price = Cost price - Loss = x - 0.45x = 0.55x
Given, Selling price = Rs.3520/-
∴ 0.55x = 3520
∴ x = 3520/0.55 = Rs.6400/-
Answer: C

Final Answer:
Rs.6400/-",111,111,False,222,9168.375078999816,12.106834531044193,200,True,
17142,"3/4 of 1/2 of 2/5 of 5000 = ?

Choices:
A. 392
B. 229
C. 753
D. 750
E. 540",750,"Reasoning:
3/4 * 1/2 * 2/5 * 5000 = 3/4 * 1/2 * 2/5 * 5000 = 3/4 * 1/10 * 5000 = 3/4 * 500 = 375
Answer: D

Final Answer:
750",87,74,False,161,6067.646407000211,12.19583262377099,200,True,
26377,"The average marks of a class of 30 students is 40 and that of another class of 50 students is 60. Find the average marks of all the students?

Choices:
A. 52.6
B. 52.4
C. 52.1
D. 52.5
E. 52.9",52.5,"Reasoning:
Total marks of 30 students = 30 x 40 = 1200
Total marks of 50 students = 50 x 60 = 3000
Total marks of all the students = 1200 + 3000 = 4200
Average marks of all the students = 4200/80 = 52.5
Answer: D

Final Answer:
52.5",113,85,False,198,6990.3322019999905,12.159651007098176,200,True,
16024,"Tom, an avid stamp collector, has 3,000 stamps in his collection. He is very sad because he lost his job last Friday. His brother, Mike, and best friend, Harry, try to cheer him up with more stamps. Harry’s gift to Tom is 10 more stamps than twice Mike’s gift. If Mike has given Tom 17 stamps, how many stamps does Tom’s collection now have?",3061,"Reasoning:
Harry’s gift to Tom is 10 more stamps than twice Mike’s gift, which is 10+2*17=<<10+2*17=44>>44 stamps.
In total, Tom’s collection now has 3000+17+44=<<3000+17+44=3061>>3061 stamps.

Final Answer:
3061",126,77,False,203,6595.933734999562,11.67385894000421,200,True,
12518,"Grover bought 3 boxes of face masks. He plans to sell them for $0.50 each. If each box has 20 face masks, and he bought the 3 boxes for $15, how much will be his total profit?",15,"Reasoning:
Grover will sell 3*20=<<3*20=60>>60 face masks.
He will make 60*$0.50=$<<60*0.5=30>>30.
His profit will be $30-$15=$<<30-15=15>>15.

Final Answer:
15",92,67,False,159,5710.824424000748,11.732106439557251,200,True,
11204,"In 1 hour, a boat goes 6 km along the stream and 12 km against the stream. The speed of the boat in still water (in km/hr) is :

Choices:
A. 3 km/hr.
B. 2 km/hr.
C. 6 km/hr.
D. 8 km/hr.
E. 9 km/hr.",9 km/hr.,"Reasoning:
Speed of the boat in still water = 1/2 (6 + 12) = 9 km/hr.
Answer: E

Final Answer:
9 km/hr.",116,39,False,155,3407.6137409992953,11.444959131008524,200,True,
11727,"A train 600 m long passes a man, running at 5 km/hr in the same direction in which the train is going, in 15 seconds. The speed of the train is:

Choices:
A. 45 km/hr
B. 149 km/hr
C. 54 km/hr
D. 55 km/hr
E. 56 km/hr",149 km/hr,"Reasoning:
Speed of train relative to man = 600/15 = 40 m/sec.
= 40 * 18/5 = 144 km/hr.
Let speed of train be x km/hr. Then, speed of train relative to man = (x - 5) km/hr.
x - 5 = 144 => x = 149 km/hr.
Answer: B

Final Answer:
149 km/hr",117,87,False,204,7295.674871000301,11.924873509072853,200,True,
15201,"A man is 20 years older than his son. In two years, his age will be twice the age of his son. What is the present age of his son?

Choices:
A. 23 years
B. 22 years
C. 21 years
D. 20 years
E. 18 years",18 years,"Reasoning:
Let the present age of son be x years.
Then, present age of man = (x + 20) years.
(x + 20) + 2 = 2(x + 2)
x + 22 = 2x + 4
x = 18 years.
Answer: E

Final Answer:
18 years",108,72,False,180,6007.982289000211,11.984056632760403,200,True,
22759,"A work could be completed in 100days by x workers. However, due to the absence of 10workers, it was completed in 110days. The original no.of workers was:

Choices:
A. 90
B. 106
C. 110
D. 120
E. 130",110,"Reasoning:
Let the original no.of workers be x.
Then, 100x = 110(x-10)
=> 10x = 1100
=> x = 110
Answer: C

Final Answer:
110",107,48,False,155,3845.1914909983316,12.483123431529727,200,True,
878,"(0.03)*(0.04)/(0.05)*(0.11)=?

Choices:
A. 0.2
B. 0.22
C. 0.5
D. 0.005
E. 0.022",0.22,"Reasoning:
(0.03)*(0.04)/(0.05)*(0.11)=0.0012/0.0055=0.22
Answer: B

Final Answer:
0.22",96,45,False,141,3676.8424000001687,12.23876225970358,200,True,
11145,Is Route 66 generally unknown to Americans?,No,"Reasoning:
Route 66 is a famous highway in the United States. It is known to many Americans.

Final Answer:
No",51,27,False,78,2186.0463690009055,12.351064635623388,200,True,
13243,"A walks around a circular field at the rate of one round per hour while B runs around it at the rate of six rounds per hour. They start at same point at 9:30 am. They shall first cross each other at ?

Choices:
A. 7:15 am
B. 7:30 am
C. 9: 42 am
D. 7:50 am
E. 7:60 am",9:42 AM,"Reasoning:
Relative speed of A and B = 6 - 1 = 5 rounds per hour.
They shall first cross each other when A covers 5 rounds.
Time taken by A to cover 5 rounds = 5/1 = 5 hours.
9:30 am + 5 hours = 2:30 pm.
Answer: C

Final Answer:
9: 42 am",132,82,False,214,6700.741756998468,12.237451161933913,200,True,
2136,Méliès bought 2 kg of meat. The meat costs $82 per kilogram. Méliès has $180 in his wallet. How much money does he have left after paying for the meat?,16,"Reasoning:
The cost of the meat is 2 x 82 = $<<2*82=164>>164.
Méliès has 180 - 164 = $<<180-164=16>>16 left.

Final Answer:
16",84,51,False,135,4114.932415999647,12.393885207373568,200,True,
20627,Could all of the 2008 Summer Olympics women find a hookup athlete partner?,Yes,"Reasoning:
The 2008 Summer Olympics had 10,942 women athletes.
If all of the women athletes found a hookup athlete partner, then there would be 10,942 x 2 = <<10442*2=20984>>20984 hookup athlete partners.

Final Answer:
20984",58,62,False,120,5008.081789999778,12.379989504924348,200,True,
5100,Hannah has 5 times as many dolls as her sister. Her sister has 8 dolls. How many dolls do they have altogether?,48,"Reasoning:
Hannah has 5 x 8 = <<5*8=40>>40 dolls.
So, they have 40 + 8 = <<40+8=48>>48 dolls altogether.

Final Answer:
48",70,48,False,118,3871.2201779999305,12.399191415870137,200,True,
19416,"A crate of apples contains 1 bruised apple for every 35 apples in the crate. Two out of every 4 bruised apples are considered not fit to sell, and every apple that is not fit to sell is bruised. If there are 10 apples not fit to sell in the crate, how many apples are there in the crate?

Choices:
A. 270
B. 360
C. 700
D. 600
E. 840",700,"Reasoning:
Let the number of apples in the crate be x.
Then, the number of bruised apples in the crate = x/35.
The number of apples not fit to sell in the crate = 2x/4 = x/2.
But, we are given that x/2 = 10.
Therefore, x = 20.
Hence, the number of apples in the crate = 20.
Answer: D

Final Answer:
600",139,95,False,234,7697.3744639999495,12.341870652689169,200,True,
22016,"Radhika got a new gaming system and asked everyone to get her games as gifts to add to the games she already has that she bought with her gaming system. On Christmas, she is given 12 new video games. On her birthday in February, she is given 8 more video games. Radhika already owned 1/2 the number of games as what she was given on Christmas and her birthday. How many video games does she own now?",30,"Reasoning:
Radhika was given 12 + 8 = <<12+8=20>>20 video games on Christmas and her birthday.
Radhika already owned 1/2 * 20 = <<1/2*20=10>>10 video games.
Radhika now owns 20 + 10 = <<20+10=30>>30 video games.

Final Answer:
30",135,83,False,218,6718.801003000408,12.353394595692711,200,True,
25993,Is Europa (moon) name origin related to Amunet?,No,"Reasoning:
Europa is the name of the moon of Jupiter. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is the name of the goddess of the moon in ancient Egyptian mythology. Amunet is",55,256,True,311,21042.22375000063,12.166014535416787,200,True,
18095,Does the United States of America touch the Indian Ocean?,No,"Reasoning:
The United States of America is located in the western hemisphere of the globe. The Indian Ocean is located in the southern hemisphere of the globe. The two hemispheres are separated by the Atlantic Ocean. The Atlantic Ocean is located between the United States of America and the Indian Ocean.

Final Answer:
No",53,64,False,117,5287.092353999469,12.104952157982755,200,True,
24291,"What profit percent is made by selling an article at a certain price, if by selling at 2/3rd of that price, there would be a loss of 15%?

Choices:
A. 20%
B. 27.5%
C. 10%
D. 80%
E. 90%",27.50%,"Reasoning:
Let C.P. = Rs. 100
Then, S.P. = Rs. 115
Now, S.P. = 2/3 * 115 = 77
Loss = 15%
C.P. = 77 * 100/115 = 100
Profit = 100 - 77 = Rs. 23
Profit % = 23/77 * 100 = 30%
Answer: B

Final Answer:
27.5%",108,100,False,208,7995.337955999275,12.507288691276061,200,True,
7305,"A worker's take-home pay last year was the same each month, and she saved the same fraction of her take-home pay each month. The total amount of money that she had saved at the end of the year was 5 times the amount of that portion of her monthly take-home pay that she did NOT save. If all the money that she saved last year was from her take-home pay, what fraction of her take-home pay did she save each month?

Choices:
A. 2/11
B. 3/14
C. 5/17
D. 7/20
E. 11/30",17-May,"Reasoning:
Let x be the monthly take-home pay and y be the fraction of monthly take-home pay that she saved.
Then, the total amount of money that she saved last year was 12xy.
The total amount of money that she did NOT save last year was 12x - 12xy = 12x(1-y).
The problem states that the total amount of money that she saved last year was 5 times the amount of that portion of her monthly take-home pay that she did NOT save.
Therefore, 12xy = 5(12x(1-y)).
Simplifying, we get 12xy = 60x - 60xy.
Simplifying further, we get 72xy = 60x.
Dividing both sides by 60x, we get y = 5/17.
The answer is C.

Final Answer:
5/17",171,183,False,354,14759.820625999055,12.398524659415582,200,True,
12092,"Kylie and Kayla pick apples together and take home 340 apples total. If Kayla picked 10 more than 4 times the amount of apples that Kylie picked, how many apples did Kayla pick?",274,"Reasoning:
Let x be the number of apples Kylie picked.
4*x+10=340
4*x=340-10
4*x=330
x=330/4
x=<<82=82>>82 apples
Kayla picked 82+10=<<82+10=92>>92 apples.

Final Answer:
92",85,71,False,156,5767.157752001367,12.311090324408239,200,True,
15443,"A train 320 m in length crosses a telegraph post in 12 seconds. The speed of the train is?

Choices:
A. 77 kmph
B. 95 kmph
C. 94 kmph
D. 98 kmph
E. 96 kmph",96 kmph,"Reasoning:
Speed = 320/12 * 18/5 = 80 * 18/5 = 96 kmph
Answer: E

Final Answer:
96 kmph",102,39,False,141,3167.7129290001176,12.311721697682458,200,True,
28330,Beyonce releases 5 different singles on iTunes. Then she releases 2 albums that each has 15 songs and 1 album that has 20 songs. How many songs has Beyonce released in total?,55,"Reasoning:
Beyonce released 5 singles + 2 albums * 15 songs = 5 + 30 = <<5+2*15=35>>35 songs.
Beyonce released 35 songs + 1 album * 20 songs = 35 + 20 = <<35+1*20=55>>55 songs.

Final Answer:
55",85,76,False,161,6248.542764000376,12.16283585956353,200,True,
